Farmer ID,CropArea_Ha,YearName,MonthNumber,WeekNumber,QuantityKg
2324,0.4956,2023,1,1,168.8
2351,0.4717,2023,8,34,16.5
2779,0.1819,2023,4,14,78.4
765,0.154,2023,9,39,10.7
17250,0.7438,2020,7,30,92.4
922,0.2518,2022,9,39,28.8
17816,0.5084,2023,8,33,91.7
16534,0.7744,2023,10,43,58.1
2416,0.3514,2022,2,6,11.8
919,1.0611,2020,10,44,61.6
573,1,2022,7,28,62.5
959,0.4109,2020,3,11,285.8
2627,2.0616,2023,2,6,88.4
2304,0.3235,2023,6,23,8.4
480,0.1385,2022,3,11,61.4
15619,0.6644,2020,2,8,148.6
1482,0.7812,2020,6,26,58.5
2772,0.3104,2019,8,34,48.1
580,0.0825,2021,2,7,65.6
17137,0.4878,2020,6,24,72
1525,1.8095,2023,4,14,209.6
17145,0.872,2019,5,21,15
1575,0.4595,2020,10,43,320.1
1027,0.2,2021,4,18,22.4
2385,0.6758,2020,7,28,43.2
2591,0.4839,2019,6,26,98.9
940,0.4495,2021,4,16,29.1
2600,0.4869,2019,5,19,116.3
17098,1.0752,2021,2,9,133.6
15687,0.3,2022,2,9,69.7
15555,1,2022,8,32,11.8
21506,0.0331,2023,12,49,22.9
1243,0.4719,2019,12,51,154
17817,0.257,2023,6,22,32.6
17270,0.7,2020,12,50,32.4
1915,0.7688,2020,1,3,122.4
1714,0.4821,2023,9,37,28
961,0.3088,2020,7,29,41.4
882,0.7,2019,6,24,59.8
703,0.6786,2020,4,17,48.9
1432,2.0053,2021,10,44,317.5
1933,0.2736,2019,2,9,14.5
2076,0.7383,2023,10,40,154.9
15638,0.3311,2021,8,33,156.9
601,0.7063,2022,5,21,40.5
2280,0.528,2021,12,49,21.8
2739,0.6207,2023,1,5,39.6
1156,0.1086,2019,7,31,39.2
1877,0.949,2023,8,32,32.7
15693,0.5,2022,1,6,23
1938,0.2191,2022,9,40,122.4
1115,0.6811,2023,2,8,9.8
1876,0.6637,2023,10,43,133
1916,0.6997,2023,3,10,37.7
17850,0.1237,2020,7,27,16.9
17878,0.0965,2019,10,42,41.7
1158,0.3783,2022,10,44,53.7
1372,0.2991,2022,4,15,97.5
2479,2.6708,2019,7,27,120.5
1000,0.1607,2020,2,7,85.9
1616,0.36,2020,3,10,153.7
1956,0.2383,2020,1,1,13.4
15534,0.0817,2020,6,24,16.7
1278,5.3906,2019,4,17,227.5
17202,3.6551,2020,11,48,22.5
791,0.1303,2022,7,31,47.9
15589,0.6323,2019,1,3,61.8
2164,0.4469,2019,4,17,98.2
2800,0.7192,2020,3,14,81.4
1400,1.3582,2023,5,21,65.5
16834,0.5296,2020,11,48,102.6
17329,0.2279,2022,7,29,99.5
15658,0.2276,2022,7,29,107.4
731,2.2888,2020,5,21,996.1
2362,0.4931,2022,5,23,83.9
967,0.2297,2020,6,26,22.9
17820,0.3366,2022,4,18,220.3
641,0.1222,2021,8,34,10.3
17201,0.113,2022,11,46,19.6
1074,0.1842,2020,2,6,95.9
886,0.1298,2023,7,31,18
1044,0.1432,2019,8,32,98.8
1955,0.2948,2020,5,23,40.5
976,0.1448,2019,7,30,36.3
15066,6,2023,2,5,381.8
1906,0.0327,2019,1,5,36.7
17373,0.1576,2021,12,52,92
1900,0.2775,2021,12,51,90.7
2256,0.1997,2023,10,41,173
2338,0.3626,2020,11,46,234.7
1886,0.1,2020,12,52,70.3
16953,0.4149,2023,3,11,19.9
17856,0.1054,2020,4,16,75.5
1078,0.2044,2019,2,9,8.1
2621,0.2892,2021,5,19,185.8
492,2.6145,2021,1,2,34.6
2039,0.0512,2023,11,46,11.7
2141,0.3809,2019,10,44,51.6
16449,0.3649,2022,11,46,214.9
508,0.1553,2020,9,40,410.5
2137,0.5924,2019,2,8,158.4
17213,0.2368,2021,3,11,39
17317,0.6887,2021,10,42,50.9
2439,0.2235,2023,9,39,43.2
1504,2.382,2023,10,41,233.1
15599,0.0805,2021,1,2,19.4
803,0.1759,2019,12,52,55.1
511,3.3364,2019,11,48,1746.5
17823,0.1223,2023,3,11,14.6
2047,0.5548,2019,9,38,263
19536,0.4425,2021,7,30,52.7
504,0.1907,2020,1,4,28.6
2053,0.0102,2022,10,42,54.1
635,0.1116,2019,12,49,13.1
2192,0.9539,2022,3,10,126.3
731,2.2888,2022,9,40,457.3
2738,0.2803,2022,12,50,106.5
915,0.3971,2021,7,27,73.7
476,4.7176,2023,9,37,178.8
721,0.7135,2022,11,47,48.7
530,0.7441,2020,1,2,17.3
1796,0.5112,2023,11,45,20.3
1152,0.1876,2020,7,28,25.2
1923,0.1714,2023,8,33,66.2
909,1.5575,2022,5,20,412
2122,0.0731,2020,11,49,25
1393,0.2602,2020,9,40,40.5
2001,0.6631,2020,1,2,145.9
2281,0.2857,2019,2,6,142.6
2181,0.5801,2020,7,29,77.7
2476,4.5073,2021,1,3,114.1
2103,0.4396,2021,10,43,149.6
2164,0.4469,2022,6,25,90
2494,1.5702,2021,12,50,202.3
16671,0.1847,2023,7,29,44.7
2328,1.5,2019,4,18,47.5
541,0.1105,2020,5,22,110.3
21522,1.4964,2023,12,52,13.9
1979,0.9573,2020,9,40,110.8
503,0.5802,2021,11,45,218.1
15652,1.4862,2020,5,21,193.2
1440,0.2345,2023,7,27,87.7
918,0.1774,2020,10,41,1127
1944,1,2019,9,38,76.6
1808,1.1716,2022,7,31,439.2
665,1,2021,6,25,64.2
15644,0.2849,2019,6,26,874.3
17856,0.1054,2020,8,35,28.9
2656,1.0871,2021,7,30,283.6
17278,0.2764,2022,12,53,60.1
2647,0.2652,2020,3,14,109.6
17260,0.1906,2021,1,4,18
1251,0.7315,2022,6,27,49.2
15865,2.3356,2020,7,30,21.2
2178,0.4398,2021,5,21,442.1
1002,0.0528,2023,7,28,27.6
1970,0.0962,2021,2,9,14
1330,0.1788,2022,5,22,16.8
15556,0.1044,2023,6,23,77.2
2780,0.1007,2021,2,8,24.1
825,3,2019,4,14,27.8
1300,0.3757,2020,4,15,33.6
1866,1.6535,2019,12,50,85.1
2822,6.1912,2020,10,44,596.3
2436,0.1272,2020,8,34,26
1923,0.1714,2021,4,16,88.2
478,3.5,2022,1,4,446
834,1.5,2020,2,7,68
548,0.4173,2020,12,49,29.1
15694,0.0752,2019,11,47,13.8
1639,0.5653,2022,11,47,219.2
2052,0.2551,2020,7,31,112.5
578,0.1877,2020,1,3,73.6
1982,0.9008,2019,8,35,192.9
15031,0.7198,2022,10,44,495.4
17041,0.4377,2021,4,18,26.4
15655,0.1243,2020,12,49,22.3
1143,0.1189,2020,8,32,18.2
2462,0.4351,2023,7,27,25.5
773,1.1603,2022,4,18,91.7
15531,0.065,2020,11,48,34
2288,0.4624,2023,1,5,86.5
1652,0.2299,2023,1,5,23.4
2618,0.7075,2019,8,35,3.6
1072,0.188,2022,12,49,19.3
2047,0.5548,2023,3,11,138.4
15859,0.4482,2019,2,5,58.8
2742,0.1604,2019,9,36,45.8
21209,0.2016,2023,12,51,45.2
2304,0.3235,2023,8,31,49.5
542,0.4036,2023,12,51,215.1
798,0.0631,2021,1,2,42.1
714,0.032,2021,3,10,17.4
995,0.1394,2021,8,36,20.3
1236,0.2325,2022,8,32,65.2
17300,0.4507,2020,2,7,4.5
2090,1.2,2021,7,27,47.7
15859,0.4482,2019,9,39,105.7
1915,0.7688,2022,7,29,41.1
17128,0.1036,2022,11,48,48.9
15094,0.5243,2020,8,36,12.5
663,0.7461,2021,11,45,136.5
16630,0.6972,2023,1,2,190.7
1181,0.1428,2020,2,7,116.1
2429,0.3873,2022,8,35,212.1
935,0.4592,2020,2,9,33.8
21560,0.2239,2023,8,34,10.4
1358,0.5,2022,7,29,30.9
2694,1.0059,2019,3,13,252.1
2561,0.5136,2019,12,51,225.3
1229,0.243,2019,5,18,18.5
2719,0.3017,2022,1,3,19.5
1934,0.2106,2022,11,49,61.2
15082,0.3573,2019,7,28,449.9
17305,0.3887,2020,4,15,10.9
15596,0.124,2020,7,31,32.7
2526,0.3433,2021,12,51,47.1
1059,0.1707,2020,3,10,81.5
2162,1.4484,2020,10,43,2461.7
1932,0.1214,2019,6,25,77
1615,1.6581,2021,2,9,180.6
2391,0.3252,2019,10,44,14.3
621,1.498,2021,6,26,183.1
1032,2.2224,2020,6,24,557.3
2169,0.1966,2019,1,2,236.1
1808,1.1716,2022,4,16,80.1
851,0.4754,2022,10,44,741.8
1911,0.1,2019,11,45,61.2
1574,0.9111,2019,6,23,92.7
1889,1.4009,2019,10,44,295.7
1078,0.2044,2020,7,30,27.5
2683,0.4737,2019,11,48,218.5
1315,0.3177,2020,2,7,88
2340,1.1804,2020,8,34,304.1
889,0.1229,2020,1,3,209.9
2810,3.9487,2021,11,45,377.3
630,0.2639,2023,11,45,18.4
21177,0.7454,2023,12,50,37.1
2249,0.6687,2023,12,52,87.5
17068,0.1244,2020,9,38,25.9
1930,0.1705,2022,3,13,64.9
635,0.1116,2023,7,30,46.7
513,0.8094,2023,8,33,31.6
2197,1.8823,2020,3,13,14.8
2356,0.1364,2023,5,21,15.4
496,0.8056,2019,7,30,390.8
1068,0.1193,2019,9,37,43.9
17094,0.204,2019,5,22,23.2
17221,0.128,2021,4,18,12.3
776,0.1627,2020,1,1,121.7
1374,0.8845,2021,11,45,25.3
1073,0.7476,2021,9,36,158.2
17369,0.4029,2020,7,29,40.3
2152,1.1803,2020,3,14,210.1
15568,0.1091,2019,10,41,23.1
17816,0.5084,2020,4,18,47.7
741,0.3724,2019,11,48,115.4
2717,1.4819,2019,1,3,785.1
712,0.241,2022,8,36,12.9
2712,1.0061,2021,5,22,249.3
551,0.3922,2019,10,41,14.2
15444,0.3505,2019,9,40,53.1
16170,1.5208,2023,4,17,37.9
855,0.2059,2020,5,22,67.1
2522,0.8,2023,5,18,34.6
16650,0.1226,2021,11,45,5
1358,0.5,2020,4,14,27.9
938,9.3788,2019,11,47,2255.8
1318,0.3746,2019,11,45,27.1
1352,0.6812,2023,11,44,34
2254,1.2,2023,10,42,182.1
17302,0.1353,2019,8,34,179.1
515,4.385,2020,8,33,146.1
1854,1.5257,2023,11,44,48.4
2823,49,2019,4,18,953.9
15685,0.2074,2019,11,48,47.6
755,0.2934,2021,5,21,241.6
17059,0.5074,2020,3,12,39
2251,0.2995,2021,1,4,384.1
1277,0.2333,2023,11,47,36.1
2142,0.8568,2020,5,20,269.2
1392,1.2237,2019,9,39,103
2471,0.5312,2019,7,31,70.6
19257,0.5768,2022,10,43,131.3
17828,1,2020,4,16,7.6
716,0.0553,2021,11,46,79.9
15603,0.1997,2020,10,40,22.3
17221,0.128,2022,11,47,26.9
15687,0.3,2019,1,2,41.5
1003,0.679,2019,7,30,37.2
21151,0.1996,2023,8,33,69.7
1401,0.4614,2023,4,17,102.7
2717,1.4819,2023,12,51,39.9
1525,1.8095,2023,5,18,88.3
16627,0.4057,2020,2,9,88.3
1133,3.5,2023,4,14,222.6
17086,0.5,2020,7,28,18.1
19266,0.1633,2023,4,14,9.5
2054,0.1356,2019,11,46,13
764,0.1345,2021,6,27,14.1
621,1.498,2021,4,18,414.9
2644,0.2547,2023,10,42,236.1
1021,0.1877,2019,10,40,54.7
15633,0.1202,2023,12,49,3.1
17323,0.6971,2021,5,19,13
2229,0.143,2021,8,32,61.4
1602,1.1728,2019,3,12,216.7
17123,0.4563,2020,11,46,34.2
1986,0.4614,2020,11,48,189.6
2026,0.2735,2020,4,15,62.9
897,0.3031,2019,9,39,45.3
1441,0.3954,2021,8,36,54.6
1236,0.2325,2021,4,18,86.7
825,3,2023,2,7,103.6
17817,0.257,2020,1,3,21.8
1230,0.5161,2019,11,47,82.3
1108,0.5545,2019,12,50,190.4
1427,0.3653,2021,2,6,22
1884,0.5608,2022,5,20,211.7
17243,0.2636,2020,11,45,9
1194,0.2297,2019,5,21,174
17277,0.2598,2021,9,40,7.3
797,0.1649,2021,9,40,8.3
2647,0.2652,2020,4,18,148.7
1090,0.2278,2019,9,37,29.9
2224,0.1512,2022,7,30,121.5
21143,0.5734,2023,4,16,43.4
2152,1.1803,2023,4,14,28.3
855,0.2059,2020,6,26,11.8
1074,0.1842,2022,11,48,98.3
2665,0.1543,2020,7,31,199.8
2575,0.1187,2021,1,2,145.8
15658,0.2276,2021,6,23,13
506,0.1918,2021,12,51,56.6
1907,0.2324,2019,8,35,7
17077,0.0868,2019,5,20,12.8
1350,0.4093,2022,4,18,25.9
2251,0.2995,2021,2,8,1337.1
827,0.5225,2020,8,33,30.7
15082,0.3573,2022,8,34,455
1990,5.37,2023,2,8,190.4
2082,0.6124,2022,8,34,148.6
924,1.184,2021,10,40,52.6
17873,0.1379,2023,2,7,39.3
2452,0.4727,2021,4,16,154.1
1072,0.188,2019,6,24,135.9
910,1.285,2019,9,36,240.4
808,0.0308,2021,11,49,17.2
2202,0.5982,2019,2,7,87.7
1402,0.5624,2019,8,33,56.2
15629,0.1596,2021,5,23,39.8
17074,1.0069,2022,1,5,16.6
1729,0.1972,2021,1,4,30.7
17420,0.0961,2019,8,34,23.3
20784,0.4383,2023,6,25,8.3
15665,1,2021,11,49,18.8
17073,0.2757,2023,8,33,84.9
2056,1.2611,2022,2,6,560.8
1027,0.2,2020,3,12,2.7
699,0.2489,2023,11,45,58.3
17260,0.1906,2021,4,16,27.2
16947,0.8456,2021,7,31,70.2
17076,0.1332,2019,7,31,53.9
655,1.7,2020,11,47,69.9
2124,0.5,2020,1,3,23.3
15099,0.2782,2023,1,5,44.7
2030,0.5882,2019,5,21,36.8
2103,0.4396,2022,10,41,90.6
1908,0.1296,2019,6,24,25.2
1048,0.2924,2022,5,20,140.6
1164,0.1522,2022,1,2,2.5
1104,0.87,2021,10,41,434
2097,0.3244,2019,8,34,23.9
2254,1.2,2021,1,2,36.2
1853,0.6951,2020,8,32,152
2194,0.0942,2020,10,41,162.2
17137,0.4878,2021,7,30,138.1
2758,0.3,2022,8,32,32.8
1937,3.8713,2020,7,29,1267.2
1934,0.2106,2020,1,4,6.6
2112,0.5217,2021,7,27,34.4
1935,0.1399,2019,11,46,89
1022,0.2581,2019,8,35,13
17328,0.1315,2020,3,14,22.4
1140,1.1554,2023,3,10,42.3
2323,1.5576,2019,12,51,315.3
17098,1.0752,2022,5,19,493.3
844,0.5235,2019,12,52,115.6
605,0.6036,2021,11,49,31.4
1482,0.7812,2023,7,30,31.8
16952,0.2664,2021,4,17,160.3
15857,0.2627,2022,5,23,48.3
2296,0.5529,2021,6,25,88
892,0.0849,2022,1,6,18
2604,0.585,2020,11,45,37
2180,2,2019,10,42,137
660,0.2348,2020,8,33,126.6
1129,0.1842,2019,6,26,77.2
680,0.2784,2022,7,28,68.3
588,0.7663,2022,10,43,83.6
2439,0.2235,2021,4,15,118.6
17329,0.2279,2023,11,48,15.3
646,2,2019,1,2,125.6
15635,0.1066,2023,10,44,28.3
1163,0.5583,2022,12,52,161.9
752,0.1655,2020,5,18,51
2085,1,2021,10,45,19.4
2091,0.3271,2019,3,11,60.4
1330,0.1788,2021,2,9,34
1660,1.1422,2021,7,30,163
1292,0.488,2021,7,30,168.7
1765,0.4289,2019,2,7,6.2
15638,0.3311,2021,9,37,95
1310,0.2329,2020,9,39,28.7
2435,0.2943,2023,1,1,47
551,0.3922,2022,6,25,13.4
517,0.1136,2020,6,24,69.6
699,0.2489,2022,7,31,40.9
1372,0.2991,2021,1,5,167.3
15624,0.1043,2019,10,40,11.3
2401,0.6596,2019,1,2,110.2
2696,0.2714,2019,12,53,66.1
732,0.7236,2021,6,23,229.5
951,0.9085,2021,12,49,124.4
16629,0.265,2019,6,25,312
17137,0.4878,2023,9,39,112.7
622,0.3761,2019,7,29,49.7
2723,0.8361,2023,7,26,63.7
19265,0.2112,2021,3,14,53.9
17125,0.3332,2020,11,45,15.6
2599,0.3724,2023,6,25,21.8
2730,0.0523,2023,12,52,13.9
1461,0.3313,2020,4,18,70.8
484,0.525,2020,10,42,101.8
2135,22,2022,7,31,1989
2656,1.0871,2020,9,40,115.7
2288,0.4624,2020,8,35,147.5
16690,0.0531,2021,12,50,36
697,0.1046,2021,12,53,97.7
2610,0.7304,2022,2,6,163.2
1979,0.9573,2021,7,30,83.7
15667,0.8891,2019,5,21,32.7
2150,0.4737,2020,1,4,307.9
1251,0.7315,2022,5,20,35.7
1862,0.1,2020,7,28,91.7
1236,0.2325,2020,6,27,21.2
2414,0.112,2019,11,47,26
675,0.2469,2023,1,5,18.1
2476,4.5073,2022,3,11,85.6
1117,2.5784,2022,5,20,1502.5
734,0.4389,2023,1,3,89
2080,0.9034,2023,11,46,81.8
591,0.2993,2021,9,38,10.3
1578,0.4694,2023,11,46,28.1
1732,0.2726,2019,5,20,66.9
933,0.4315,2023,2,6,50.7
1440,0.2345,2023,8,34,124.2
606,0.0976,2023,8,31,255
546,0.3305,2023,7,30,88.5
1102,0.2189,2020,6,27,29.3
969,0.3293,2022,4,14,20.2
1119,0.0795,2019,8,32,9.3
15634,0.114,2019,9,39,42.5
1115,0.6811,2020,10,40,9.5
17844,0.1324,2019,11,46,19.3
17034,0.089,2020,6,26,51.6
17883,0.5348,2021,10,44,138.7
2342,0.6624,2020,3,13,53
17402,0.1012,2020,6,26,28.3
2600,0.4869,2020,4,14,161.1
17856,0.1054,2022,9,40,174.9
595,0.9929,2020,7,30,67.1
2199,0.2782,2020,1,4,28.7
2476,4.5073,2020,3,13,106.6
15621,0.2542,2023,4,14,54.6
2429,0.3873,2021,10,40,49
1950,0.5035,2019,6,26,117.1
1970,0.0962,2021,5,21,22.2
2545,0.6624,2021,7,30,18.4
21171,0.3776,2023,5,19,19.7
1734,5.3954,2019,8,31,737.2
1524,0.4846,2023,11,45,7.6
1850,0.3455,2020,4,18,5.5
1352,0.6812,2019,4,15,57.3
1602,1.1728,2022,10,41,100
553,0.0946,2020,9,39,48.6
17344,0.0891,2023,6,25,31.6
1323,0.1272,2022,1,3,52.8
2644,0.2547,2021,3,13,21.8
17288,0.3399,2020,11,47,35.8
2433,0.0211,2021,8,34,5.1
2296,0.5529,2019,2,9,82.9
19677,1.4959,2021,1,3,56.1
504,0.1907,2020,4,16,17.8
888,2.0723,2021,5,21,76.1
19270,1.5194,2023,1,1,25.9
17418,0.075,2021,1,2,6.6
2219,0.9842,2019,10,43,39
17256,0.17,2019,7,29,27.7
478,3.5,2023,3,13,217.2
1801,0.2733,2019,4,17,50.4
17259,0.204,2022,8,33,17.4
15658,0.2276,2023,7,27,67.7
2521,0.0426,2022,8,35,18.7
15031,0.7198,2023,3,9,326.2
1133,3.5,2019,10,43,548.4
2295,0.1686,2023,9,38,19.1
1945,0.08,2020,10,43,110.6
17065,0.1,2019,10,42,64.4
2636,5,2019,11,47,718.2
1877,0.949,2023,7,31,15.9
1588,0.7901,2021,10,42,177.5
17873,0.1379,2021,12,50,43.6
15594,0.1369,2022,2,7,4.2
2303,0.8,2019,8,35,27
702,0.7419,2020,11,48,36.7
1751,2.0453,2020,4,16,7.3
1442,1.4009,2021,1,5,20.3
17827,0.6471,2020,8,35,116.1
2136,0.6706,2020,11,49,31.2
1138,0.3683,2021,10,42,15.9
903,0.2034,2021,4,17,38
2290,0.8,2020,1,4,94.9
2641,1.1774,2021,11,46,519
1871,0.1753,2023,2,8,37.6
2549,1.4022,2021,10,42,178
2224,0.1512,2021,10,42,84.1
17054,0.3,2021,8,33,18.6
2182,0.3562,2020,10,44,71.1
1139,0.9438,2021,5,22,390.8
2438,0.6944,2019,4,15,92.4
2790,0.7454,2019,1,2,41.9
2249,0.6687,2022,5,23,18
2439,0.2235,2022,7,30,84.8
889,0.1229,2020,4,18,300.7
1995,0.6583,2023,3,9,12.6
687,0.2992,2020,12,52,61.3
901,1.4308,2022,10,43,402.7
1932,0.1214,2019,9,40,62.3
1400,1.3582,2023,10,44,41
2751,0.2136,2021,2,8,79.1
2327,0.3025,2020,8,36,11
589,0.2939,2019,11,47,128.9
2552,4.4067,2022,1,6,56.9
2641,1.1774,2021,7,27,101
2450,0.3094,2021,10,40,11
2723,0.8361,2022,6,24,487.6
15634,0.114,2021,6,25,49
1359,1.075,2023,4,14,9.8
2826,23.679,2021,3,10,5286.8
2464,0.1528,2023,2,8,6.6
925,0.2407,2019,7,31,69.6
492,2.6145,2023,7,29,139.9
2797,0.5648,2020,1,1,55.5
881,0.539,2023,11,48,104.4
17189,1.5,2020,5,22,57.4
15626,0.1846,2022,7,28,113.9
1372,0.2991,2022,2,7,24.3
1049,0.7424,2019,8,32,51.6
1359,1.075,2021,4,16,148.9
513,0.8094,2023,11,48,67.8
507,0.3936,2019,1,5,61.3
2178,0.4398,2020,2,8,85
1185,0.179,2022,9,37,88.7
1987,0.2671,2020,5,21,85.7
701,0.2416,2023,5,21,16.3
1189,0.1914,2020,4,15,97.1
17369,0.4029,2020,10,44,53.5
2596,0.4219,2020,8,34,33.5
712,0.241,2021,7,30,55.7
1433,0.3183,2020,3,14,15.9
15566,0.064,2019,5,22,8.4
858,0.9663,2019,11,45,300.3
15629,0.1596,2019,10,42,102
17856,0.1054,2021,6,25,46.5
1129,0.1842,2019,2,7,19.7
683,3.5,2023,4,16,402.6
21197,0.3886,2023,12,50,38.8
1417,6.1006,2020,11,49,85.6
585,0.8556,2023,2,9,13.2
2119,0.199,2020,6,25,677.2
17278,0.2764,2022,5,19,56.9
1464,0.4153,2020,8,35,40.7
17271,1.2,2023,10,42,59.5
1639,0.5653,2023,10,40,57.4
2428,0.3929,2021,11,45,242.5
2805,0.8097,2019,3,13,62.9
1942,0.3712,2021,2,9,161.7
2237,0.8231,2022,2,8,18.4
1987,0.2671,2020,2,6,97.3
2182,0.3562,2023,10,40,21.2
731,2.2888,2021,7,30,707.8
1354,0.2247,2023,9,39,72.1
1796,0.5112,2019,7,28,48.8
21203,0.1928,2023,5,20,71.2
1564,0.2541,2022,3,12,117.8
709,1.0422,2023,3,10,184.1
17367,0.1927,2021,10,41,66.5
2550,0.1545,2021,10,42,55.3
558,1.1968,2019,6,26,714.7
17282,0.134,2020,1,2,25.1
765,0.154,2022,8,34,4
2717,1.4819,2021,9,38,126.8
2431,0.5776,2019,11,45,40.2
2588,0.4879,2023,12,50,118.8
17107,1.1066,2021,1,4,72.9
726,4.5382,2020,2,6,313.3
15549,0.169,2022,1,4,16.2
763,0.3214,2019,3,10,56.7
800,0.257,2023,11,47,179.2
2349,0.2255,2023,9,36,101.3
1445,0.193,2020,4,15,15.5
588,0.7663,2022,4,16,34.6
590,0.1784,2019,7,28,8.9
2429,0.3873,2020,6,23,118.9
721,0.7135,2020,4,16,232.3
931,0.5644,2023,12,52,100.7
1251,0.7315,2023,5,20,59.5
2186,0.5,2019,7,27,19.2
2425,0.174,2020,2,6,108.1
17079,0.157,2020,10,40,3.9
2712,1.0061,2020,4,14,283
1061,0.3,2021,1,1,18.3
2183,1.0617,2022,9,37,286.7
738,0.2592,2019,12,53,44.8
16549,1.1676,2023,6,24,78.9
1108,0.5545,2020,10,40,103.8
2698,0.4394,2020,2,9,32.8
2647,0.2652,2021,7,31,37.6
2522,0.8,2022,8,35,12.3
883,0.4782,2022,6,23,43.9
15601,0.2424,2020,6,26,122
1440,0.2345,2022,12,53,188.1
15535,0.245,2023,6,26,22.9
15082,0.3573,2021,5,21,410.2
1022,0.2581,2019,4,16,33
2155,0.4172,2019,1,2,149.5
2714,0.4989,2019,9,36,399
2323,1.5576,2023,8,32,130
1561,1.2551,2022,11,45,73.2
1152,0.1876,2021,9,38,17.7
2023,0.2628,2020,8,32,58.1
2082,0.6124,2021,5,21,83.4
2047,0.5548,2019,10,42,409.1
478,3.5,2020,11,45,414.7
2113,0.919,2020,3,13,210.4
1900,0.2775,2020,3,11,35.4
2204,0.5502,2021,4,18,101.3
15548,0.7,2022,2,8,33.5
1194,0.2297,2020,7,27,5.2
1576,0.4044,2022,3,10,157
762,0.2014,2019,4,14,81.6
2323,1.5576,2021,1,3,406.3
1808,1.1716,2020,3,12,999.5
954,2.492,2022,9,40,653.6
638,1.3586,2019,3,13,203
16953,0.4149,2021,1,5,26.5
501,2.2364,2020,10,40,171.1
1817,2,2022,6,23,60.7
1951,0.5,2019,6,26,17.4
1350,0.4093,2023,1,3,14.8
1745,0.7464,2019,2,6,316.1
2131,0.3869,2020,6,23,246.8
17234,0.8992,2020,11,49,137.7
660,0.2348,2023,2,6,96.8
20937,0.8312,2023,10,41,456.7
2057,0.8984,2022,1,5,128.8
2014,0.3934,2019,10,41,14.3
1659,0.4079,2020,4,16,17.1
1876,0.6637,2020,3,12,657.5
17095,0.1697,2021,12,53,37.6
662,0.6072,2023,8,35,38.2
911,0.1827,2019,8,35,34.2
16835,0.2014,2021,5,20,56.3
2149,0.0937,2021,10,41,109.1
2474,0.3206,2020,10,44,59.8
1524,0.4846,2019,7,31,44.5
1330,0.1788,2021,1,5,54.8
2189,0.7094,2023,7,28,112.8
769,1.2163,2019,12,49,1250.3
2621,0.2892,2020,1,2,125.6
2015,0.1167,2022,2,9,86.6
16948,0.1469,2020,3,12,34.6
1434,0.6184,2020,10,44,49.5
1242,0.5161,2021,8,34,64
741,0.3724,2023,3,11,219.5
2693,0.9141,2019,9,36,209.1
16952,0.2664,2023,5,22,22.5
15619,0.6644,2022,12,51,50.2
17113,0.5,2023,10,41,26.7
2712,1.0061,2021,6,23,237.6
920,1.6542,2021,6,27,91.8
17279,0.1069,2023,6,26,90.5
17394,0.1001,2023,5,21,55.1
15548,0.7,2019,6,25,11
1374,0.8845,2023,2,6,90.3
559,0.4,2020,8,35,171.8
1234,0.7008,2020,9,36,280.9
2025,0.8133,2020,5,19,173.2
1956,0.2383,2019,1,5,68.4
2692,0.2988,2019,11,47,248.5
17134,0.5752,2020,4,17,30.7
860,0.8159,2019,4,17,17.8
979,0.2286,2020,8,31,10
15665,1,2022,10,44,46.3
635,0.1116,2022,7,29,82.1
2578,0.195,2021,2,8,181.8
1923,0.1714,2022,12,52,36.9
1189,0.1914,2021,9,37,62
2203,0.3498,2023,11,47,85.9
828,0.7177,2021,11,46,178.9
15542,0.3169,2019,5,21,29.4
1400,1.3582,2023,12,52,302.8
1323,0.1272,2021,12,50,91.8
2462,0.4351,2022,10,41,11.1
2718,0.0465,2023,11,47,31.2
17371,0.0949,2020,2,9,13
17441,0.8341,2021,1,5,108.7
2666,1.1006,2020,2,8,384.8
919,1.0611,2022,12,49,10.4
1277,0.2333,2022,10,40,37.7
18590,0.5531,2020,3,14,12.9
15031,0.7198,2023,8,35,92
478,3.5,2019,10,43,682.9
966,0.4823,2022,10,42,107.9
941,0.1123,2020,2,9,30
2533,0.6205,2023,8,31,149.9
484,0.525,2021,10,43,69.2
2425,0.174,2021,10,42,146.6
1133,3.5,2020,10,44,662.3
1561,1.2551,2022,6,25,63.9
1866,1.6535,2020,9,36,77.1
1850,0.3455,2020,6,26,162.4
17328,0.1315,2022,10,42,98.5
1854,1.5257,2021,7,27,197.1
17273,0.1945,2023,7,29,85
17390,0.1431,2023,3,11,49.3
2203,0.3498,2020,1,2,107.7
2671,0.7605,2021,6,25,218.2
933,0.4315,2021,10,43,60.7
21500,0.2613,2023,11,48,17.3
1239,0.1249,2022,4,18,59.2
1194,0.2297,2021,12,52,23.2
816,0.6545,2020,9,36,112.5
1443,0.4814,2021,10,42,53.9
1800,0.2282,2019,11,45,30.7
857,0.7773,2022,10,44,4.2
2479,2.6708,2020,11,45,374.7
21151,0.1996,2023,9,37,142.2
1745,0.7464,2019,4,17,33.8
2395,3.5068,2022,7,28,113
560,0.7105,2021,4,18,110.3
590,0.1784,2023,4,17,11.8
1661,0.2009,2019,12,51,37.8
2821,0.2169,2020,12,52,140.2
2182,0.3562,2019,5,19,33.5
1020,0.6093,2020,5,23,9.2
15549,0.169,2023,3,11,16.5
676,1.821,2022,6,25,298.2
675,0.2469,2019,1,1,111.8
